"geographicAreaM49","measuredElement","measuredItemCPC","timePointYearsSP","Value"
"426","684","21691.14","2020",100
"426","684","21691.14","2021",100
"426","684","21691.14","2022",100
"426","684","21691.14","2023",100
"426","684","21691.90","2014",100
"426","684","21691.90","2015",100
"426","684","21691.90","2016",100
"426","684","21691.90","2017",100
"426","684","21691.90","2018",100
"426","684","21691.90","2019",100
"426","684","21691.90","2020",100
"426","684","21691.90","2021",100
"426","684","21691.90","2022",100
"426","684","21691.90","2023",100
"426","684","21700.01","2014",61.1
"426","684","21700.01","2015",61.1
"426","684","21700.01","2016",61.1
"426","684","21700.01","2017",61.1
"426","684","21700.01","2018",61.1
"426","684","21700.01","2019",61.1
"426","684","21700.01","2020",61.1
"426","684","21700.01","2021",61.1
"426","684","21700.01","2022",61.1
"426","684","21700.01","2023",61.1
"426","684","21700.02","2014",81.3
"426","684","21700.02","2015",81.3
"426","684","21700.02","2016",81.3
"426","684","21700.02","2017",81.3
"426","684","21700.02","2018",81.3
"426","684","21700.02","2019",81.3
"426","684","21700.02","2020",81.3
"426","684","21700.02","2021",81.3
"426","684","21700.02","2022",81.3
"426","684","21700.02","2023",81.3
"426","684","21920","2014",16
"426","684","21920","2015",16
"426","684","21920","2016",16
"426","684","21920","2017",16
"426","684","21920","2018",16
"426","684","21920","2019",16
"426","684","21920","2020",16
"426","684","21920","2021",16
"426","684","21920","2022",16
"426","684","21920","2023",16
"426","684","22110.01","2014",2
"426","684","22110.01","2015",2
"426","684","22110.01","2016",2
"426","684","22110.01","2017",2
"426","684","22110.01","2018",2
"426","684","22110.01","2019",2
"426","684","22110.01","2020",2
"426","684","22110.01","2021",2
"426","684","22110.01","2022",2
"426","684","22110.01","2023",2
"426","684","22110.02","2014",0.2
"426","684","22110.02","2015",0.2
"426","684","22110.02","2016",0.2
"426","684","22110.02","2017",0.2
"426","684","22110.02","2018",0.2
"426","684","22110.02","2019",0.2
"426","684","22110.02","2020",0.2
"426","684","22110.02","2021",0.2
"426","684","22110.02","2022",0.2
"426","684","22110.02","2023",0.2
"426","684","22110.03","2014",2.7
"426","684","22110.03","2015",2.7
"426","684","22110.03","2016",2.7
"426","684","22110.03","2017",2.7
"426","684","22110.03","2018",2.7
"426","684","22110.03","2019",2.7
"426","684","22110.03","2020",2.7
"426","684","22110.03","2021",2.7
"426","684","22110.03","2022",2.7
"426","684","22110.03","2023",2.7
"426","684","22110.04","2014",0.2
"426","684","22110.04","2015",0.2
"426","684","22110.04","2016",0.2
"426","684","22110.04","2017",0.2
"426","684","22110.04","2018",0.2
"426","684","22110.04","2019",0.2
"426","684","22110.04","2020",0.2
"426","684","22110.04","2021",0.2
"426","684","22110.04","2022",0.2
"426","684","22110.04","2023",0.2
"426","684","22110.05","2014",0.2
"426","684","22110.05","2015",0.2
"426","684","22110.05","2016",0.2
"426","684","22110.05","2017",0.2
"426","684","22110.05","2018",0.2
"426","684","22110.05","2019",0.2
"426","684","22110.05","2020",0.2
"426","684","22110.05","2021",0.2
"426","684","22110.05","2022",0.2
"426","684","22110.05","2023",0.2
"426","684","22110.06","2014",0.2
"426","684","22110.06","2015",0.2
"426","684","22110.06","2016",0.2
"426","684","22110.06","2017",0.2
"426","684","22110.06","2018",0.2
"426","684","22110.06","2019",0.2
"426","684","22110.06","2020",0.2
"426","684","22110.06","2021",0.2
"426","684","22110.06","2022",0.2
"426","684","22110.06","2023",0.2
"426","684","22120","2014",24.9
"426","684","22120","2015",24.9
"426","684","22120","2016",24.9
"426","684","22120","2017",24.9
"426","684","22120","2018",24.9
"426","684","22120","2019",24.9
"426","684","22120","2020",24.9
"426","684","22120","2021",24.9
"426","684","22120","2022",24.9
"426","684","22120","2023",24.9
"426","684","22130.01","2014",0.2
"426","684","22130.01","2015",0.2
"426","684","22130.01","2016",0.2
"426","684","22130.01","2017",0.2
"426","684","22130.01","2018",0.2
"426","684","22130.01","2019",0.2
"426","684","22130.01","2020",0.2
"426","684","22130.01","2021",0.2
"426","684","22130.01","2022",0.2
"426","684","22130.01","2023",0.2
"426","684","22130.02","2014",0.8
"426","684","22130.02","2015",0.8
"426","684","22130.02","2016",0.8
"426","684","22130.02","2017",0.8
"426","684","22130.02","2018",0.8
"426","684","22130.02","2019",0.8
"426","684","22130.02","2020",0.8
"426","684","22130.02","2021",0.8
"426","684","22130.02","2022",0.8
"426","684","22130.02","2023",0.8
"426","684","22130.03","2014",0.6
"426","684","22130.03","2015",0.6
"426","684","22130.03","2016",0.6
"426","684","22130.03","2017",0.6
"426","684","22130.03","2018",0.6
"426","684","22130.03","2019",0.6
"426","684","22130.03","2020",0.6
"426","684","22130.03","2021",0.6
"426","684","22130.03","2022",0.6
"426","684","22130.03","2023",0.6
"426","684","22211","2014",26.7
"426","684","22211","2015",26.7
"426","684","22211","2016",26.7
"426","684","22211","2017",26.7
"426","684","22211","2018",26.7
"426","684","22211","2019",26.7
"426","684","22211","2020",26.7
"426","684","22211","2021",26.7
"426","684","22211","2022",26.7
"426","684","22211","2023",26.7
"426","684","22212","2014",0.9
"426","684","22212","2015",0.9
"426","684","22212","2016",0.9
"426","684","22212","2017",0.9
"426","684","22212","2018",0.9
"426","684","22212","2019",0.9
"426","684","22212","2020",0.9
"426","684","22212","2021",0.9
"426","684","22212","2022",0.9
"426","684","22212","2023",0.9
"426","684","22221.01","2014",8.5
"426","684","22221.01","2015",8.5
"426","684","22221.01","2016",8.5
"426","684","22221.01","2017",8.5
"426","684","22221.01","2018",8.5
"426","684","22221.01","2019",8.5
"426","684","22221.01","2020",8.5
"426","684","22221.01","2021",8.5
"426","684","22221.01","2022",8.5
"426","684","22221.01","2023",8.5
"426","684","22221.02","2014",3.1
"426","684","22221.02","2015",3.1
"426","684","22221.02","2016",3.1
"426","684","22221.02","2017",3.1
"426","684","22221.02","2018",3.1
"426","684","22221.02","2019",3.1
"426","684","22221.02","2020",3.1
"426","684","22221.02","2021",3.1
"426","684","22221.02","2022",3.1
"426","684","22221.02","2023",3.1
"426","684","22222.01","2014",8.5
"426","684","22222.01","2015",8.5
"426","684","22222.01","2016",8.5
"426","684","22222.01","2017",8.5
"426","684","22222.01","2018",8.5
"426","684","22222.01","2019",8.5
"426","684","22222.01","2020",8.5
"426","684","22222.01","2021",8.5
"426","684","22222.01","2022",8.5
"426","684","22222.01","2023",8.5
"426","684","22222.02","2014",0.2
"426","684","22222.02","2015",0.2
"426","684","22222.02","2016",0.2
"426","684","22222.02","2017",0.2
"426","684","22222.02","2018",0.2
"426","684","22222.02","2019",0.2
"426","684","22222.02","2020",0.2
"426","684","22222.02","2021",0.2
"426","684","22222.02","2022",0.2
"426","684","22222.02","2023",0.2
"426","684","22230.01","2014",2
"426","684","22230.01","2015",2
"426","684","22230.01","2016",2
"426","684","22230.01","2017",2
"426","684","22230.01","2018",2
"426","684","22230.01","2019",2
"426","684","22230.01","2020",2
"426","684","22230.01","2021",2
"426","684","22230.01","2022",2
"426","684","22230.01","2023",2
"426","684","22230.02","2014",1.3
"426","684","22230.02","2015",1.3
"426","684","22230.02","2016",1.3
"426","684","22230.02","2017",1.3
"426","684","22230.02","2018",1.3
"426","684","22230.02","2019",1.3
"426","684","22230.02","2020",1.3
"426","684","22230.02","2021",1.3
"426","684","22230.02","2022",1.3
"426","684","22230.02","2023",1.3
"426","684","22230.03","2014",2.1
"426","684","22230.03","2015",2.1
"426","684","22230.03","2016",2.1
"426","684","22230.03","2017",2.1
"426","684","22230.03","2018",2.1
"426","684","22230.03","2019",2.1
"426","684","22230.03","2020",2.1
"426","684","22230.03","2021",2.1
"426","684","22230.03","2022",2.1
"426","684","22230.03","2023",2.1
"426","684","22230.04","2014",5.8
"426","684","22230.04","2015",5.8
"426","684","22230.04","2016",5.8
"426","684","22230.04","2017",5.8
"426","684","22230.04","2018",5.8
"426","684","22230.04","2019",5.8
"426","684","22230.04","2020",5.8
"426","684","22230.04","2021",5.8
"426","684","22230.04","2022",5.8
"426","684","22230.04","2023",5.8
"426","684","22241.01","2014",81.9
"426","684","22241.01","2015",81.9
"426","684","22241.01","2016",81.9
"426","684","22241.01","2017",81.9
"426","684","22241.01","2018",81.9
"426","684","22241.01","2019",81.9
"426","684","22241.01","2020",81.9
"426","684","22241.01","2021",81.9
"426","684","22241.01","2022",81.9
"426","684","22241.01","2023",81.9
"426","684","22241.02","2014",99.7
"426","684","22241.02","2015",99.7
"426","684","22241.02","2016",99.7
"426","684","22241.02","2017",99.7
"426","684","22241.02","2018",99.7
"426","684","22241.02","2019",99.7
"426","684","22241.02","2020",99.7
"426","684","22241.02","2021",99.7
"426","684","22241.02","2022",99.7
"426","684","22241.02","2023",99.7
"426","684","22242.01","2014",81.9
"426","684","22242.01","2015",81.9
"426","684","22242.01","2016",81.9
"426","684","22242.01","2017",81.9
"426","684","22242.01","2018",81.9
"426","684","22242.01","2019",81.9
"426","684","22242.01","2020",81.9
"426","684","22242.01","2021",81.9
"426","684","22242.01","2022",81.9
"426","684","22242.01","2023",81.9
"426","684","22242.02","2014",99.7
"426","684","22242.02","2015",99.7
"426","684","22242.02","2016",99.7
"426","684","22242.02","2017",99.7
"426","684","22242.02","2018",99.7
"426","684","22242.02","2019",99.7
"426","684","22242.02","2020",99.7
"426","684","22242.02","2021",99.7
"426","684","22242.02","2022",99.7
"426","684","22242.02","2023",99.7
"426","684","22249.01","2014",86.3
"426","684","22249.01","2015",86.3
"426","684","22249.01","2016",86.3
"426","684","22249.01","2017",86.3
"426","684","22249.01","2018",86.3
"426","684","22249.01","2019",86.3
"426","684","22249.01","2020",86.3
"426","684","22249.01","2021",86.3
"426","684","22249.01","2022",86.3
"426","684","22249.01","2023",86.3
"426","684","22249.02","2014",81.9
"426","684","22249.02","2015",81.9
"426","684","22249.02","2016",81.9
"426","684","22249.02","2017",81.9
"426","684","22249.02","2018",81.9
"426","684","22249.02","2019",81.9
"426","684","22249.02","2020",81.9
"426","684","22249.02","2021",81.9
"426","684","22249.02","2022",81.9
"426","684","22249.02","2023",81.9
"426","684","22251.01","2014",29.3
"426","684","22251.01","2015",29.3
"426","684","22251.01","2016",29.3
"426","684","22251.01","2017",29.3
"426","684","22251.01","2018",29.3
"426","684","22251.01","2019",29.3
"426","684","22251.01","2020",29.3
"426","684","22251.01","2021",29.3
"426","684","22251.01","2022",29.3
"426","684","22251.01","2023",29.3
"426","684","22251.02","2014",6.9
"426","684","22251.02","2015",6.9
"426","684","22251.02","2016",6.9
"426","684","22251.02","2017",6.9
"426","684","22251.02","2018",6.9
"426","684","22251.02","2019",6.9
"426","684","22251.02","2020",6.9
"426","684","22251.02","2021",6.9
"426","684","22251.02","2022",6.9
"426","684","22251.02","2023",6.9
"426","684","22251.03","2014",9.4
"426","684","22251.03","2015",9.4
"426","684","22251.03","2016",9.4
"426","684","22251.03","2017",9.4
"426","684","22251.03","2018",9.4
"426","684","22251.03","2019",9.4
"426","684","22251.03","2020",9.4
"426","684","22251.03","2021",9.4
"426","684","22251.03","2022",9.4
"426","684","22251.03","2023",9.4
"426","684","22251.04","2014",20.8
"426","684","22251.04","2015",20.8
"426","684","22251.04","2016",20.8
"426","684","22251.04","2017",20.8
"426","684","22251.04","2018",20.8
"426","684","22251.04","2019",20.8
"426","684","22251.04","2020",20.8
"426","684","22251.04","2021",20.8
"426","684","22251.04","2022",20.8
"426","684","22251.04","2023",20.8
"426","684","22252","2014",25.6
"426","684","22252","2015",25.6
"426","684","22252","2016",25.6
"426","684","22252","2017",25.6
"426","684","22252","2018",25.6
"426","684","22252","2019",25.6
"426","684","22252","2020",25.6
"426","684","22252","2021",25.6
"426","684","22252","2022",25.6
"426","684","22252","2023",25.6
"426","684","22253","2014",24.3
"426","684","22253","2015",24.3
"426","684","22253","2016",24.3
"426","684","22253","2017",24.3
"426","684","22253","2018",24.3
"426","684","22253","2019",24.3
"426","684","22253","2020",24.3
"426","684","22253","2021",24.3
"426","684","22253","2022",24.3
"426","684","22253","2023",24.3
"426","684","22254","2014",27.1
"426","684","22254","2015",27.1
"426","684","22254","2016",27.1
"426","684","22254","2017",27.1
"426","684","22254","2018",27.1
"426","684","22254","2019",27.1
"426","684","22254","2020",27.1
"426","684","22254","2021",27.1
"426","684","22254","2022",27.1
"426","684","22254","2023",27.1
"426","684","22260","2014",1.5
"426","684","22260","2015",1.5
"426","684","22260","2016",1.5
"426","684","22260","2017",1.5
"426","684","22260","2018",1.5
"426","684","22260","2019",1.5
"426","684","22260","2020",1.5
"426","684","22260","2021",1.5
"426","684","22260","2022",1.5
"426","684","22260","2023",1.5
"426","684","22270","2014",8.4
"426","684","22270","2015",8.4
"426","684","22270","2016",8.4
"426","684","22270","2017",8.4
"426","684","22270","2018",8.4
"426","684","22270","2019",8.4
"426","684","22270","2020",8.4
"426","684","22270","2021",8.4
"426","684","22270","2022",8.4
"426","684","22270","2023",8.4
"426","684","22290","2014",2.1
"426","684","22290","2015",2.1
"426","684","22290","2016",2.1
"426","684","22290","2017",2.1
"426","684","22290","2018",2.1
"426","684","22290","2019",2.1
"426","684","22290","2020",2.1
"426","684","22290","2021",2.1
"426","684","22290","2022",2.1
"426","684","22290","2023",2.1
"426","684","23110","2014",1.6
"426","684","23110","2015",1.6
"426","684","23110","2016",1.6
"426","684","23110","2017",1.6
"426","684","23110","2018",1.6
"426","684","23110","2019",1.6
"426","684","23110","2020",1.6
"426","684","23110","2021",1.6
"426","684","23110","2022",1.6
"426","684","23110","2023",1.6
"426","684","23120.01","2014",1.3
"426","684","23120.01","2015",1.3
"426","684","23120.01","2016",1.3
"426","684","23120.01","2017",1.3
"426","684","23120.01","2018",1.3
"426","684","23120.01","2019",1.3
"426","684","23120.01","2020",1.3
"426","684","23120.01","2021",1.3
"426","684","23120.01","2022",1.3
"426","684","23120.01","2023",1.3
"426","684","23120.02","2014",2.3
"426","684","23120.02","2015",2.3
"426","684","23120.02","2016",2.3
"426","684","23120.02","2017",2.3
"426","684","23120.02","2018",2.3
"426","684","23120.02","2019",2.3
"426","684","23120.02","2020",2.3
"426","684","23120.02","2021",2.3
"426","684","23120.02","2022",2.3
"426","684","23120.02","2023",2.3
"426","684","23120.03","2014",3
"426","684","23120.03","2015",3
"426","684","23120.03","2016",3
"426","684","23120.03","2017",3
"426","684","23120.03","2018",3
"426","684","23120.03","2019",3
"426","684","23120.03","2020",3
"426","684","23120.03","2021",3
"426","684","23120.03","2022",3
"426","684","23120.03","2023",3
"426","684","23120.04","2014",1.9
"426","684","23120.04","2015",1.9
"426","684","23120.04","2016",1.9
"426","684","23120.04","2017",1.9
"426","684","23120.04","2018",1.9
"426","684","23120.04","2019",1.9
"426","684","23120.04","2020",1.9
"426","684","23120.04","2021",1.9
"426","684","23120.04","2022",1.9
"426","684","23120.04","2023",1.9
"426","684","23120.05","2014",3.8
"426","684","23120.05","2015",3.8
"426","684","23120.05","2016",3.8
"426","684","23120.05","2017",3.8
"426","684","23120.05","2018",3.8
"426","684","23120.05","2019",3.8
"426","684","23120.05","2020",3.8
"426","684","23120.05","2021",3.8
"426","684","23120.05","2022",3.8
"426","684","23120.05","2023",3.8
"426","684","23120.06","2014",2.6
"426","684","23120.06","2015",2.6
"426","684","23120.06","2016",2.6
"426","684","23120.06","2017",2.6
"426","684","23120.06","2018",2.6
"426","684","23120.06","2019",2.6
"426","684","23120.06","2020",2.6
"426","684","23120.06","2021",2.6
"426","684","23120.06","2022",2.6
"426","684","23120.06","2023",2.6
"426","684","23120.07","2014",2.8
"426","684","23120.07","2015",2.8
"426","684","23120.07","2016",2.8
"426","684","23120.07","2017",2.8
"426","684","23120.07","2018",2.8
"426","684","23120.07","2019",2.8
"426","684","23120.07","2020",2.8
"426","684","23120.07","2021",2.8
"426","684","23120.07","2022",2.8
"426","684","23120.07","2023",2.8
"426","684","23120.08","2014",4.3
"426","684","23120.08","2015",4.3
"426","684","23120.08","2016",4.3
"426","684","23120.08","2017",4.3
"426","684","23120.08","2018",4.3
"426","684","23120.08","2019",4.3
"426","684","23120.08","2020",4.3
"426","684","23120.08","2021",4.3
"426","684","23120.08","2022",4.3
"426","684","23120.08","2023",4.3
"426","684","23120.09","2014",1.8
"426","684","23120.09","2015",1.8
"426","684","23120.09","2016",1.8
"426","684","23120.09","2017",1.8
"426","684","23120.09","2018",1.8
"426","684","23120.09","2019",1.8
"426","684","23120.09","2020",1.8
"426","684","23120.09","2021",1.8
"426","684","23120.09","2022",1.8
"426","684","23120.09","2023",1.8
"426","684","23120.10","2014",2.3
"426","684","23120.10","2015",2.3
"426","684","23120.10","2016",2.3
"426","684","23120.10","2017",2.3
"426","684","23120.10","2018",2.3
"426","684","23120.10","2019",2.3
"426","684","23120.10","2020",2.3
"426","684","23120.10","2021",2.3
"426","684","23120.10","2022",2.3
"426","684","23120.10","2023",2.3
"426","684","23120.90","2014",3.8
"426","684","23120.90","2015",3.8
"426","684","23120.90","2016",3.8
"426","684","23120.90","2017",3.8
"426","684","23120.90","2018",3.8
"426","684","23120.90","2019",3.8
"426","684","23120.90","2020",3.8
"426","684","23120.90","2021",3.8
"426","684","23120.90","2022",3.8
"426","684","23120.90","2023",3.8
"426","684","23140.01","2014",10.7
"426","684","23140.01","2015",10.7
"426","684","23140.01","2016",10.7
"426","684","23140.01","2017",10.7
"426","684","23140.01","2018",10.7
"426","684","23140.01","2019",10.7
"426","684","23140.01","2020",10.7
"426","684","23140.01","2021",10.7
"426","684","23140.01","2022",10.7
"426","684","23140.01","2023",10.7
"426","684","23140.02","2014",1.6
"426","684","23140.02","2015",1.6
"426","684","23140.02","2016",1.6
"426","684","23140.02","2017",1.6
"426","684","23140.02","2018",1.6
"426","684","23140.02","2019",1.6
"426","684","23140.02","2020",1.6
"426","684","23140.02","2021",1.6
"426","684","23140.02","2022",1.6
"426","684","23140.02","2023",1.6
"426","684","23140.03","2014",2.5
"426","684","23140.03","2015",2.5
"426","684","23140.03","2016",2.5
"426","684","23140.03","2017",2.5
"426","684","23140.03","2018",2.5
"426","684","23140.03","2019",2.5
"426","684","23140.03","2020",2.5
"426","684","23140.03","2021",2.5
"426","684","23140.03","2022",2.5
"426","684","23140.03","2023",2.5
"426","684","23140.04","2014",1.9
"426","684","23140.04","2015",1.9
"426","684","23140.04","2016",1.9
"426","684","23140.04","2017",1.9
"426","684","23140.04","2018",1.9
"426","684","23140.04","2019",1.9
"426","684","23140.04","2020",1.9
"426","684","23140.04","2021",1.9
"426","684","23140.04","2022",1.9
"426","684","23140.04","2023",1.9
"426","684","23140.05","2014",1.4
"426","684","23140.05","2015",1.4
"426","684","23140.05","2016",1.4
"426","684","23140.05","2017",1.4
"426","684","23140.05","2018",1.4
"426","684","23140.05","2019",1.4
"426","684","23140.05","2020",1.4
"426","684","23140.05","2021",1.4
"426","684","23140.05","2022",1.4
"426","684","23140.05","2023",1.4
"426","684","23140.06","2014",10.7
"426","684","23140.06","2015",10.7
"426","684","23140.06","2016",10.7
"426","684","23140.06","2017",10.7
"426","684","23140.06","2018",10.7
"426","684","23140.06","2019",10.7
"426","684","23140.06","2020",10.7
"426","684","23140.06","2021",10.7
"426","684","23140.06","2022",10.7
"426","684","23140.06","2023",10.7
"426","684","23140.07","2014",7.1
"426","684","23140.07","2015",7.1
"426","684","23140.07","2016",7.1
"426","684","23140.07","2017",7.1
"426","684","23140.07","2018",7.1
"426","684","23140.07","2019",7.1
"426","684","23140.07","2020",7.1
"426","684","23140.07","2021",7.1
"426","684","23140.07","2022",7.1
"426","684","23140.07","2023",7.1
"426","684","23140.08","2014",1.7
"426","684","23140.08","2015",1.7
"426","684","23140.08","2016",1.7
"426","684","23140.08","2017",1.7
"426","684","23140.08","2018",1.7
"426","684","23140.08","2019",1.7
"426","684","23140.08","2020",1.7
"426","684","23140.08","2021",1.7
"426","684","23140.08","2022",1.7
"426","684","23140.08","2023",1.7
"426","684","23161.01","2014",0.9
"426","684","23161.01","2015",0.9
"426","684","23161.01","2016",0.9
"426","684","23161.01","2017",0.9
"426","684","23161.01","2018",0.9
"426","684","23161.01","2019",0.9
"426","684","23161.01","2020",0.9
"426","684","23161.01","2021",0.9
"426","684","23161.01","2022",0.9
"426","684","23161.01","2023",0.9
"426","684","23161.02","2014",0.9
"426","684","23161.02","2015",0.9
"426","684","23161.02","2016",0.9
"426","684","23161.02","2017",0.9
"426","684","23161.02","2018",0.9
"426","684","23161.02","2019",0.9
"426","684","23161.02","2020",0.9
"426","684","23161.02","2021",0.9
"426","684","23161.02","2022",0.9
"426","684","23161.02","2023",0.9
"426","684","23161.03","2014",0.9
"426","684","23161.03","2015",0.9
"426","684","23161.03","2016",0.9
"426","684","23161.03","2017",0.9
"426","684","23161.03","2018",0.9
"426","684","23161.03","2019",0.9
"426","684","23161.03","2020",0.9
"426","684","23161.03","2021",0.9
"426","684","23161.03","2022",0.9
"426","684","23161.03","2023",0.9
"426","684","23162","2014",2.5
"426","684","23162","2015",2.5
"426","684","23162","2016",2.5
"426","684","23162","2017",2.5
"426","684","23162","2018",2.5
"426","684","23162","2019",2.5
"426","684","23162","2020",2.5
"426","684","23162","2021",2.5
"426","684","23162","2022",2.5
"426","684","23162","2023",2.5
"426","684","23170.01","2014",0.5
"426","684","23170.01","2015",0.5
"426","684","23170.01","2016",0.5
"426","684","23170.01","2017",0.5
"426","684","23170.01","2018",0.5
"426","684","23170.01","2019",0.5
"426","684","23170.01","2020",0.5
"426","684","23170.01","2021",0.5
"426","684","23170.01","2022",0.5
"426","684","23170.01","2023",0.5
"426","684","23170.02","2014",0.3
"426","684","23170.02","2015",0.3
"426","684","23170.02","2016",0.3
"426","684","23170.02","2017",0.3
"426","684","23170.02","2018",0.3
"426","684","23170.02","2019",0.3
"426","684","23170.02","2020",0.3
"426","684","23170.02","2021",0.3
"426","684","23170.02","2022",0.3
"426","684","23170.02","2023",0.3
"426","684","23170.03","2014",4.8
"426","684","23170.03","2015",4.8
"426","684","23170.03","2016",4.8
"426","684","23170.03","2017",4.8
"426","684","23170.03","2018",4.8
"426","684","23170.03","2019",4.8
"426","684","23170.03","2020",4.8
"426","684","23170.03","2021",4.8
"426","684","23170.03","2022",4.8
"426","684","23170.03","2023",4.8
"426","684","23170.04","2014",9.5
"426","684","23170.04","2015",9.5
"426","684","23170.04","2016",9.5
"426","684","23170.04","2017",9.5
"426","684","23170.04","2018",9.5
"426","684","23170.04","2019",9.5
"426","684","23170.04","2020",9.5
"426","684","23170.04","2021",9.5
"426","684","23170.04","2022",9.5
"426","684","23170.04","2023",9.5
"426","684","23180","2014",10.4
"426","684","23180","2015",10.4
"426","684","23180","2016",10.4
"426","684","23180","2017",10.4
"426","684","23180","2018",10.4
"426","684","23180","2019",10.4
"426","684","23180","2020",10.4
"426","684","23180","2021",10.4
"426","684","23180","2022",10.4
"426","684","23180","2023",10.4
"426","684","23210.01","2014",0
"426","684","23210.01","2015",0
"426","684","23210.01","2016",0
"426","684","23210.01","2017",0
"426","684","23210.01","2018",0
"426","684","23210.01","2019",0
"426","684","23210.01","2020",0
"426","684","23210.01","2021",0
"426","684","23210.01","2022",0
"426","684","23210.01","2023",0
"426","684","23210.02","2014",0
"426","684","23210.02","2015",0
"426","684","23210.02","2016",0
"426","684","23210.02","2017",0
"426","684","23210.02","2018",0
"426","684","23210.02","2019",0
"426","684","23210.02","2020",0
"426","684","23210.02","2021",0
"426","684","23210.02","2022",0
"426","684","23210.02","2023",0
"426","684","23210.03","2014",0
"426","684","23210.03","2015",0
"426","684","23210.03","2016",0
"426","684","23210.03","2017",0
"426","684","23210.03","2018",0
"426","684","23210.03","2019",0
"426","684","23210.03","2020",0
"426","684","23210.03","2021",0
"426","684","23210.03","2022",0
"426","684","23210.03","2023",0
"426","684","23210.04","2014",0
"426","684","23210.04","2015",0
"426","684","23210.04","2016",0
"426","684","23210.04","2017",0
"426","684","23210.04","2018",0
"426","684","23210.04","2019",0
"426","684","23210.04","2020",0
"426","684","23210.04","2021",0
"426","684","23210.04","2022",0
"426","684","23210.04","2023",0
"426","684","23210.05","2014",0
"426","684","23210.05","2015",0
"426","684","23210.05","2016",0
"426","684","23210.05","2017",0
"426","684","23210.05","2018",0
"426","684","23210.05","2019",0
"426","684","23210.05","2020",0
"426","684","23210.05","2021",0
"426","684","23210.05","2022",0
"426","684","23210.05","2023",0
"426","684","23210.06","2014",0.1
"426","684","23210.06","2015",0.1
"426","684","23210.06","2016",0.1
"426","684","23210.06","2017",0.1
"426","684","23210.06","2018",0.1
"426","684","23210.06","2019",0.1
"426","684","23210.06","2020",0.1
"426","684","23210.06","2021",0.1
"426","684","23210.06","2022",0.1
"426","684","23210.06","2023",0.1
"426","684","23210.07","2014",0
"426","684","23210.07","2015",0
"426","684","23210.07","2016",0
"426","684","23210.07","2017",0
"426","684","23210.07","2018",0
"426","684","23210.07","2019",0
"426","684","23210.07","2020",0
"426","684","23210.07","2021",0
"426","684","23210.07","2022",0
"426","684","23210.07","2023",0
"426","684","23210.08","2014",0
"426","684","23210.08","2015",0
"426","684","23210.08","2016",0
"426","684","23210.08","2017",0
"426","684","23210.08","2018",0
"426","684","23210.08","2019",0
"426","684","23210.08","2020",0
"426","684","23210.08","2021",0
"426","684","23210.08","2022",0
"426","684","23210.08","2023",0
"426","684","23220.01","2014",0.5
"426","684","23220.01","2015",0.5
"426","684","23220.01","2016",0.5
"426","684","23220.01","2017",0.5
"426","684","23220.01","2018",0.5
"426","684","23220.01","2019",0.5
"426","684","23220.01","2020",0.5
"426","684","23220.01","2021",0.5
"426","684","23220.01","2022",0.5
"426","684","23220.01","2023",0.5
"426","684","23220.02","2014",2.7
"426","684","23220.02","2015",2.7
"426","684","23220.02","2016",2.7
"426","684","23220.02","2017",2.7
"426","684","23220.02","2018",2.7
"426","684","23220.02","2019",2.7
"426","684","23220.02","2020",2.7
"426","684","23220.02","2021",2.7
"426","684","23220.02","2022",2.7
"426","684","23220.02","2023",2.7
"426","684","23220.03","2014",0.2
"426","684","23220.03","2015",0.2
"426","684","23220.03","2016",0.2
"426","684","23220.03","2017",0.2
"426","684","23220.03","2018",0.2
"426","684","23220.03","2019",0.2
"426","684","23220.03","2020",0.2
"426","684","23220.03","2021",0.2
"426","684","23220.03","2022",0.2
"426","684","23220.03","2023",0.2
"426","684","23220.04","2014",0.2
"426","684","23220.04","2015",0.2
"426","684","23220.04","2016",0.2
"426","684","23220.04","2017",0.2
"426","684","23220.04","2018",0.2
"426","684","23220.04","2019",0.2
"426","684","23220.04","2020",0.2
"426","684","23220.04","2021",0.2
"426","684","23220.04","2022",0.2
"426","684","23220.04","2023",0.2
"426","684","23220.05","2014",0.3
"426","684","23220.05","2015",0.3
"426","684","23220.05","2016",0.3
"426","684","23220.05","2017",0.3
"426","684","23220.05","2018",0.3
"426","684","23220.05","2019",0.3
"426","684","23220.05","2020",0.3
"426","684","23220.05","2021",0.3
"426","684","23220.05","2022",0.3
"426","684","23220.05","2023",0.3
"426","684","23220.06","2014",0.2
"426","684","23220.06","2015",0.2
"426","684","23220.06","2016",0.2
"426","684","23220.06","2017",0.2
"426","684","23220.06","2018",0.2
"426","684","23220.06","2019",0.2
"426","684","23220.06","2020",0.2
"426","684","23220.06","2021",0.2
"426","684","23220.06","2022",0.2
"426","684","23220.06","2023",0.2
"426","684","23230.01","2014",0.3
"426","684","23230.01","2015",0.3
"426","684","23230.01","2016",0.3
"426","684","23230.01","2017",0.3
"426","684","23230.01","2018",0.3
"426","684","23230.01","2019",0.3
"426","684","23230.01","2020",0.3
"426","684","23230.01","2021",0.3
"426","684","23230.01","2022",0.3
"426","684","23230.01","2023",0.3
"426","684","23230.02","2014",0.1
"426","684","23230.02","2015",0.1
"426","684","23230.02","2016",0.1
"426","684","23230.02","2017",0.1
"426","684","23230.02","2018",0.1
"426","684","23230.02","2019",0.1
"426","684","23230.02","2020",0.1
